school_id,school_name,latitude,longitude,coord_status,coord_rejection_reason,region,old_region,division,province,municipality,barangay,esc_participating,shsvp_participating,jdvp_participating,enrollment_status,school_management,annex_status,offers_es,offers_jhs,offers_shs,shs_strand_offerings,psgc_region,psgc_region_name,psgc_province,psgc_province_name,psgc_municity,psgc_municity_name,psgc_barangay,psgc_barangay_name,psgc_observed_barangay,psgc_validation,urban_rural,income_class
400000,"REESFI EDUCATION CENTER, INC.",10.008507,125.577687,valid,,CARAGA,CARAGA,Dinagat Island,DINAGAT ISLANDS,SAN JOSE (Capital),AURELIO,0,0,0,active,Non-Sectarian,Standalone School,True,False,False,,1600000000,Region XIII (Caraga),1608500000,Dinagat Islands,1608506000,San Jose ,1608506001,Aurelio,1608506001,psgc_match,R,4th
400001,"St. Andrew Academy of Bacarra, Inc.",18.25099,120.61212,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,BACARRA,SANTA RITA (POB.),1,1,0,active,Sectarian,Standalone School,False,True,True,GAS,0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102802000,Bacarra,0102802046,Santa Rita,0102802046,psgc_match,R,2nd
400002,"Badoc Junior College, Inc.",17.92755,120.47674,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,BADOC,CANAAN (POB.),1,1,0,active,Non-Sectarian,Standalone School,False,True,True,"ABM,TVL",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102803000,Badoc,0102803008,Canaan ,0102803008,psgc_match,R,1st
400003,"IGAMA Colleges Foundation, Inc.",14.57929,121.06494,suspect,placeholder_default,Region I,Region I,Ilocos Norte,ILOCOS NORTE,BADOC,GARRETA (POB.),1,1,1,active,Non-Sectarian,Standalone School,True,True,True,"ABM,HUMSS,STEM,TVL",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102803000,Badoc,0102803013,Garreta ,1381200013,psgc_mismatch,U,1st
400004,"Juan Luna Memorial Academy, Inc.",17.92804,120.47454,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,BADOC,ALOGOOG,1,1,0,active,Non-Sectarian,Standalone School,False,True,True,"GAS,STEM",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102803000,Badoc,0102803002,Alogoog,0102803002,psgc_match,R,1st
400005,St. Elizabeth Elementary School,17.92759,120.4753,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,BADOC,GARRETA (POB.),0,0,0,active,Sectarian,Standalone School,True,False,False,,0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102803000,Badoc,0102803013,Garreta ,0102803008,psgc_mismatch,U,1st
400006,"St. Lawrence the Deacon Academy of Bangui, Ilocos Norte, Inc.",18.5368275,120.7655268,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,BANGUI,SAN LORENZO (POB.),1,1,1,active,Sectarian,Standalone School,False,True,True,GAS,0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102804000,Bangui,0102804012,San Lorenzo ,0102804012,psgc_match,R,2nd
400007,"Batac Institute, Inc.",18.0537871583226,120.56602170017,valid,,Region I,Region I,Batac City,ILOCOS NORTE,CITY OF BATAC,VALDEZ POB. (CAOAYAN),1,1,0,active,Non-Sectarian,Standalone School,False,True,True,"GAS,TVL",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102805000,City of Batac,0102805018,Valdez Pob.,0102805018,psgc_match,R,3rd
400008,Batac Junior College,18.05532,120.5653,valid,,Region I,Region I,Batac City,ILOCOS NORTE,CITY OF BATAC,VALDEZ POB. (CAOAYAN),1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,GAS,HUMSS,STEM,TVL",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102805000,City of Batac,0102805018,Valdez Pob.,0102805018,psgc_match,R,3rd
400009,Eureka High School,18.0568,120.5628,valid,,Region I,Region I,Batac City,ILOCOS NORTE,CITY OF BATAC,CAUNAYAN (POB.),0,0,0,active,Non-Sectarian,Standalone School,False,True,False,,0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102805000,City of Batac,0102805017,Caunayan ,0102805024,psgc_mismatch,U,3rd
400010,Immaculate Concepcion Academy,18.05457,120.5644,valid,,Region I,Region I,Batac City,ILOCOS NORTE,CITY OF BATAC,VALDEZ POB. (CAOAYAN),1,1,0,active,Sectarian,Standalone School,True,True,True,"ABM,HUMSS,STEM,TVL",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102805000,City of Batac,0102805018,Valdez Pob.,0102805018,psgc_match,R,3rd
400011,"Dingras Faith Academy, Inc.",18.104694,120.698502,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,DINGRAS,MADAMBA (POB.),1,0,0,active,Non-Sectarian,Standalone School,True,True,False,,0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102809000,Dingras,0102809016,Madamba ,0102809016,psgc_match,R,1st
400012,"St. Joseph Institute of Dingras, Inc.",18.1034579,120.6987066,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,DINGRAS,MADAMBA (POB.),1,1,0,active,Non-Sectarian,Standalone School,False,True,True,"HUMSS,STEM,TVL",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102809000,Dingras,0102809016,Madamba ,0102809016,psgc_match,R,1st
400013,Banna Academy Inc.,17.9827694,120.6555925,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,BANNA (ESPIRITU),VALENCIANO (POB.),1,1,0,active,Non-Sectarian,Standalone School,False,True,True,"GAS,STEM,TVL",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102811000,Banna,0102811021,Valenciano ,0102811021,psgc_match,R,1st
400014,St. Gabriel Catholic School,,,no_coords,no_submission,Region I,Region I,Ilocos Norte,ILOCOS NORTE,NUEVA ERA,POBLACION,0,0,0,active,Sectarian,Standalone School,True,False,False,,0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102814000,Nueva Era,0102814009,Poblacion,,psgc_no_validation,R,1st
400015,St. Jude High School of Pagudpud Ilocos Norte Inc,18.56314,120.78684,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,PAGUDPUD,POBLACION  2,1,1,0,active,Sectarian,Standalone School,False,True,True,"GAS,STEM",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102815000,Pagudpud,0102815013,Poblacion 2,0102815013,psgc_match,U,1st
400016,"Paoay North Institute, Inc.",18.0608,120.52272,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,PAOAY,CABANGARAN,1,1,0,active,Non-Sectarian,Standalone School,False,True,True,GAS,0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102816000,Paoay,0102816003,Cabangaran,0102816003,psgc_match,R,2nd
400017,"Pasuquin High School of Ilocos Norte,Inc.",18.3319057,120.6176694,fixed_swap,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,PASUQUIN,POBLACION 3,1,1,0,active,Non-Sectarian,Standalone School,False,True,True,GAS,0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102817000,Pasuquin,0102817020,Poblacion 3,0102817020,psgc_match,R,1st
400018,"St. James Academy of PasuquinIlocos Norte, Inc.",,,no_coords,invalid,Region I,Region I,Ilocos Norte,ILOCOS NORTE,PASUQUIN,POBLACION 2,1,1,0,active,Sectarian,Standalone School,True,True,True,"ABM,HUMSS,TVL",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102817000,Pasuquin,0102817019,Poblacion 2,,psgc_no_validation,R,1st
400019,Roosevelt High School of Piddig Inc.,18.163109,120.718248,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,PIDDIG,LOING (POB.),1,1,0,active,Non-Sectarian,Standalone School,False,True,True,"ABM,GAS",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102818000,Piddig,0102818015,Loing ,0102818015,psgc_match,R,1st
400020,"Saint Anne Academy of Piddig, Ilocos Norte, Inc.",18.1656263,120.7170606,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,PIDDIG,CABAROAN (POB.),1,1,0,active,Sectarian,Standalone School,False,True,True,"ABM,GAS,HUMSS",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102818000,Piddig,0102818007,Cabaroan ,0102818007,psgc_match,R,1st
400021,Pinili Institute,17.9518837,120.5265738,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,PINILI,VALBUENA (POB.),1,1,0,active,Non-Sectarian,Standalone School,False,True,True,"GAS,TVL",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102819000,Pinili,0102819025,Valbuena ,0102819025,psgc_match,R,1st
400022,"Sta. Rosa Academy of San Nicolas Ilocos Norte, Inc.",18.333,120.433,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,SAN NICOLAS,SAN ILDEFONSO (POB.),1,1,0,active,Sectarian,Standalone School,True,True,True,GAS,0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102820000,San Nicolas,0102820002,San Ildefonso ,,psgc_no_validation,R,1st
400023,"Gov. Roque B. Ablan Sr. Mem. Academy, Inc.",18.09675,120.77076,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,SOLSONA,JUAN (POB.),1,1,0,active,Sectarian,Standalone School,False,True,True,"ABM,HUMSS,STEM",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102822000,Solsona,0102822009,Juan ,0102822009,psgc_match,R,2nd
400024,Faith Bible Baptist Academy,18.10219,120.78097,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,SOLSONA,JUAN (POB.),0,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102822000,Solsona,0102822009,Juan ,0102822022,psgc_mismatch,R,2nd
400025,"Saint Nicholas Academy of Vintar, Inc.",18.2295787,120.6500728,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,VINTAR,SAN NICOLAS (POB.),1,1,0,active,Sectarian,Standalone School,False,True,True,"HUMSS,STEM",0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102823000,Vintar,0102823050,San Nicolas ,0102823050,psgc_match,R,1st
400026,"Vintar Academy, Inc.",18.2284689,120.6487485,valid,,Region I,Region I,Ilocos Norte,ILOCOS NORTE,VINTAR,SAN NICOLAS (POB.),1,0,0,active,Non-Sectarian,Standalone School,False,True,False,,0100000000,Region I (Ilocos Region),0102800000,Ilocos Norte,0102823000,Vintar,0102823050,San Nicolas ,0102823050,psgc_match,R,1st
400027,"St. Paul College of Ilocos Sur, Inc.",,,no_coords,no_submission,Region I,Region I,Ilocos Sur,ILOCOS SUR,BANTAY,BARANGAY 4 (POB.),0,0,0,active,Sectarian,Standalone School,True,True,True,"ABM,GAS,HUMSS,STEM",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102903000,Bantay,0102903033,Barangay 4 ,,psgc_no_validation,U,1st
400028,"Holy Name High School Burgos in Sur, Inc.",17.31766,120.5099,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,BURGOS,LUNA,1,1,0,active,Sectarian,Standalone School,False,True,True,"GAS,TVL",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102904000,Burgos,0102904013,Luna,0102904013,psgc_match,R,1st
400029,Cabugao Institute Inc.,17.7894,120.4586,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,CABUGAO,BONIFACIO (POB.),1,1,0,active,Sectarian,Standalone School,False,True,True,"ABM,HUMSS,STEM,TVL",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102905000,Cabugao,0102905006,Bonifacio ,0102905006,psgc_match,U,1st
400030,San Andres Adventist Elementary School,14.0,121.0,suspect,coordinate_cluster,Region I,Region I,Candon City,ILOCOS SUR,CITY OF CANDON,SAN ANDRES,0,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102906000,City of Candon,0102906035,San Andres,0401025018,psgc_mismatch,R,1st
400031,"St. Joseph's Institute, Inc.",,,no_coords,invalid,Region I,Region I,Candon City,ILOCOS SUR,CITY OF CANDON,SAN JUAN (POB.),1,1,0,active,Sectarian,Standalone School,True,True,True,"ABM,GAS,HUMSS,STEM",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102906000,City of Candon,0102906039,San Juan ,,psgc_no_validation,U,1st
400032,"St. Agnes School, Inc.",16.991801,120.737688,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,CERVANTES,CONCEPCION (POB.),1,1,0,active,Sectarian,Standalone School,True,True,True,HUMSS,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102908000,Cervantes,0102908004,Concepcion ,0102908004,psgc_match,R,1st
400033,"Adventist School Galimuyod Campus, Inc.",17.0,120.0,suspect,round_coordinates,Region I,Region I,Ilocos Sur,ILOCOS SUR,GALIMUYOD,BIDBIDAY,0,0,0,active,Sectarian,Standalone School,True,False,False,,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102909000,Galimuyod,0102909003,Bidbiday,,psgc_no_validation,R,1st
400035,"Concepcion Adventist Academy of the Seventh-Day Adventist Church, Inc.",17.128077,120.606736,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,GREGORIO DEL PILAR (CONCEPCION),CONCEPCION,1,1,0,active,Sectarian,Standalone School,False,True,True,"ABM,HUMSS,STEM",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102910000,Gregorio del Pilar,0102910003,Concepcion,0102910003,psgc_match,R,1st
400036,The Magsingal Institute of Secondary Education Incorporated,17.6887906,120.42689,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,MAGSINGAL,SAN LUCAS (POB.),1,0,0,active,Non-Sectarian,Standalone School,False,True,False,,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102912000,Magsingal,0102912035,San Lucas ,0102912032,psgc_mismatch,R,1st
400037,"Saint  William's Institute, Inc.",17.68448,120.4251,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,MAGSINGAL,SAN RAMON (POB.),1,1,0,active,Sectarian,Standalone School,True,True,True,"ABM,GAS,HUMSS,STEM,TVL",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102912000,Magsingal,0102912036,San Ramon ,0102912036,psgc_match,R,1st
400039,"Narvacan Catholic School, Inc.",17.418093,120.476498,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,NARVACAN,SANTA LUCIA (POB.),1,1,0,active,Sectarian,Standalone School,True,True,True,STEM,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102914000,Narvacan,0102914030,Santa Lucia ,0102914027,psgc_mismatch,U,1st
400040,"Tirad View Academy of Seventh-Day Adventists, Inc.",17.13427,120.65553,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,QUIRINO (ANGKAKI),CAYUS,1,1,0,active,Sectarian,Standalone School,True,True,True,"ABM,HUMSS,STEM",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102915000,Quirino,0102915002,Cayus,0102915002,psgc_match,R,1st
400043,"San Juan Institute, Ilocos Sur, Inc.",17.742881,120.456421,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,SAN JUAN (LAPOG),LIRA (POB.),1,0,0,active,Non-Sectarian,Standalone School,False,True,False,,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102920000,San Juan,0102920019,Lira ,0102920019,psgc_match,R,1st
400044,"Santa High School,Inc.",17.4868631,120.4328514,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,SANTA,QUIRINO (POB.),1,1,0,active,Non-Sectarian,Standalone School,False,True,True,"GAS,HUMSS,STEM,TVL",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102922000,Santa,0102922023,Quirino ,0102922023,psgc_match,R,2nd
400045,"Sta. Catalina High School, Inc.",17.5910555,120.3642402,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,SANTA CATALINA,POBLACION,1,1,0,active,Sectarian,Standalone School,False,True,True,HUMSS,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102923000,Santa Catalina,0102923006,Poblacion,0102923006,psgc_match,R,2nd
400046,Our Lady of Guadalupe Academy (Sevilla),14.57929,121.06494,suspect,placeholder_default,Region I,Region I,Ilocos Sur,ILOCOS SUR,SANTA CRUZ,SEVILLA,1,1,0,active,Sectarian,Standalone School,False,True,True,GAS,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102924000,Santa Cruz,0102924042,Sevilla,1381200013,psgc_mismatch,R,1st
400047,Pascual Rivera Pimentel Memorial Academy,17.08352,120.4523,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,SANTA CRUZ,POBLACION SUR,1,1,0,active,Sectarian,Standalone School,False,True,True,"ABM,HUMSS,STEM",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102924000,Santa Cruz,0102924034,Poblacion Sur,0102924034,psgc_match,R,1st
400048,"San Jose High School, Inc.",17.096812,120.495491,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,SANTA CRUZ,SAN JOSE,1,1,0,active,Sectarian,Standalone School,False,True,True,"ABM,GAS,HUMSS",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102924000,Santa Cruz,0102924039,San Jose,0102924039,psgc_match,R,1st
400049,"Sta. Cruz Institute, Inc.",,,no_coords,invalid,Region I,Region I,Ilocos Sur,ILOCOS SUR,SANTA CRUZ,POBLACION SUR,1,1,0,active,Sectarian,Standalone School,True,True,True,"ABM,HUMSS,STEM",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102924000,Santa Cruz,0102924034,Poblacion Sur,,psgc_no_validation,R,1st
400050,"Sta. Lucia Academy, Inc.",17.12144,120.449811,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,SANTA LUCIA,BARANGOBONG (POB.),1,1,0,active,Sectarian,Standalone School,False,True,True,"ABM,GAS,HUMSS,STEM",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102925000,Santa Lucia,0102925007,Barangobong ,0102925007,psgc_match,R,1st
400051,"Santa Lucia Catholic School, Inc.",17.115783,120.4469612,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,SANTA LUCIA,BURGOS (POB.),1,1,0,active,Sectarian,Standalone School,True,True,True,STEM,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102925000,Santa Lucia,0102925009,Burgos ,0102925004,psgc_mismatch,R,1st
400052,"St. Mary's College Sta. Maria, Ilocos Sur, Inc.",17.3666697,120.4822285,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,SANTA MARIA,POBLACION SUR,1,1,0,active,Sectarian,Standalone School,True,True,True,"ABM,GAS,HUMSS,STEM",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102926000,Santa Maria,0102926030,Poblacion Sur,0102926030,psgc_match,U,1st
400053,"Santiago Catholic School (SCS), Inc.",17.2938,120.4464,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,SANTIAGO,POBLACION NORTE,1,1,0,active,Sectarian,Standalone School,False,True,True,"ABM,HUMSS,STEM",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102927000,Santiago,0102927019,Poblacion Norte,0102927019,psgc_match,R,1st
400054,Santiago Institute,17.294779,120.445586,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,SANTIAGO,POBLACION NORTE,1,1,0,active,Sectarian,Standalone School,False,True,True,"GAS,TVL",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102927000,Santiago,0102927019,Poblacion Norte,0102927019,psgc_match,R,1st
400055,"Benito Soliven Academy, Inc.",17.637238,120.410069,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,SANTO DOMINGO,NALASIN,1,1,0,active,Sectarian,Standalone School,False,True,True,"HUMSS,STEM",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102928000,Santo Domingo,0102928014,Nalasin,0102928014,psgc_match,R,1st
400056,St.  Augustine's School Inc.,16.93353,120.44419,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,TAGUDIN,RIZAL (POB.),1,1,0,active,Sectarian,Standalone School,True,True,True,"ABM,HUMSS,STEM",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102933000,Tagudin,0102933038,Rizal ,0102933038,psgc_match,R,1st
400057,"Adventist School Tagudin Campus, Inc.",16.931714,120.447888,valid,,Region I,Region I,Ilocos Sur,ILOCOS SUR,TAGUDIN,DEL PILAR (POB.),0,0,0,active,Sectarian,Standalone School,True,False,False,,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102933000,Tagudin,0102933018,Del Pilar ,0102933018,psgc_match,U,1st
400059,"Calvary Baptist Academy, Inc.",17.57442,120.37304,valid,,Region I,Region I,Vigan City,ILOCOS SUR,CITY OF VIGAN (Capital),AYUSAN NORTE,0,0,0,active,Sectarian,Standalone School,True,True,False,,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102934000,City of Vigan ,0102934001,Ayusan Norte,0102934001,psgc_match,R,4th
400061,Divine Word College of Vigan,17.57479,120.38968,valid,,Region I,Region I,Vigan City,ILOCOS SUR,CITY OF VIGAN (Capital),BARANGAY II (POB.),1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,GAS,HUMSS,STEM",0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102934000,City of Vigan ,0102934004,Barangay II ,0102934004,psgc_match,U,4th
400062,"Immaculate Conception Minor Seminary, Inc.",17.5621555,120.3706272,valid,,Region I,Region I,Vigan City,ILOCOS SUR,CITY OF VIGAN (Capital),AYUSAN SUR,1,1,0,active,Non-Sectarian,Standalone School,False,True,True,GAS,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102934000,City of Vigan ,0102934002,Ayusan Sur,0102934002,psgc_match,R,4th
400063,Vigan City Nan Chong School Incorporated,17.575,120.88,valid,,Region I,Region I,Vigan City,ILOCOS SUR,CITY OF VIGAN (Capital),BARANGAY III (POB.),0,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102934000,City of Vigan ,0102934005,Barangay III ,1400113003,psgc_mismatch,U,4th
400064,Adventist School La Ciudad Fernandina Inc.,17.573557,120.39255,valid,,Region I,Region I,Vigan City,ILOCOS SUR,CITY OF VIGAN (Capital),CAPANGPANGAN,0,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0100000000,Region I (Ilocos Region),0102900000,Ilocos Sur,0102934000,City of Vigan ,0102934018,Capangpangan,0102934018,psgc_match,R,4th
400067,Agoo Kiddie Special School,16.3323,120.3775,valid,,Region I,Region I,La Union,LA UNION,AGOO,CONSOLACION (POB.),1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,STEM",0100000000,Region I (Ilocos Region),0103300000,La Union,0103301000,Agoo,0103301004,Consolacion ,0103301010,psgc_mismatch,U,1st
400068,"Agoo Montessori Learning Center & High School, Inc.",14.57929,121.06494,suspect,placeholder_default,Region I,Region I,La Union,LA UNION,AGOO,SAN ANTONIO,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,HUMSS,STEM",0100000000,Region I (Ilocos Region),0103300000,La Union,0103301000,Agoo,0103301014,San Antonio,1381200013,psgc_mismatch,U,1st
400069,Southville Academy of Malolos,14.846381,120.808296,valid,,Region III,Region III,Malolos City,BULACAN,CITY OF MALOLOS  (Capital),CAINGIN,0,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0300000000,Region III (Central Luzon),0301400000,Bulacan,0301410000,City of Malolos ,0301410016,Caingin,0301410016,psgc_match,U,1st
400070,"St. Mary's Academy - Agoo, La union, Inc.",16.3233662188914,120.367633396319,valid,,Region I,Region I,La Union,LA UNION,AGOO,CONSOLACION (POB.),1,1,0,active,Sectarian,Standalone School,False,True,True,"ABM,HUMSS,STEM",0100000000,Region I (Ilocos Region),0103300000,La Union,0103301000,Agoo,0103301004,Consolacion ,0103301004,psgc_match,U,1st
400071,"Agoo UCCP-Nursery-Kindergarten School, Inc.",16.32176,120.35414,valid,,Region I,Region I,La Union,LA UNION,AGOO,SANTA BARBARA (POB.),1,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0100000000,Region I (Ilocos Region),0103300000,La Union,0103301000,Agoo,0103301041,Santa Barbara ,0103301023,psgc_mismatch,U,1st
400072,"ASSATT CHRISTIAN SCHOOL, INC.",16.36431,120.35808,valid,,Region I,Region I,La Union,LA UNION,ARINGAY,SAN EUGENIO,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"GAS,HUMSS",0100000000,Region I (Ilocos Region),0103300000,La Union,0103302000,Aringay,0103302016,San Eugenio,0103302016,psgc_match,U,1st
400073,Notre Dame Institute,16.39491,120.35504,valid,,Region I,Region I,La Union,LA UNION,ARINGAY,POBLACION,1,1,0,active,Sectarian,Standalone School,False,True,True,"ABM,HUMSS,STEM",0100000000,Region I (Ilocos Region),0103300000,La Union,0103302000,Aringay,0103302010,Poblacion,0103302010,psgc_match,R,1st
400074,"St. Barachiel Special Science School, Inc.",16.39716,120.35576,valid,,Region I,Region I,La Union,LA UNION,ARINGAY,SAN BENITO SUR,0,0,0,active,Non-Sectarian,Standalone School,True,False,False,,0100000000,Region I (Ilocos Region),0103300000,La Union,0103302000,Aringay,0103302015,San Benito Sur,0103302015,psgc_match,U,1st
400075,"Lord of Zion Divine School, Inc.",16.43166598,120.20377747,valid,,Region I,Region I,La Union,LA UNION,BACNOTAN,POBLACION,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,GAS,HUMSS,STEM",0100000000,Region I (Ilocos Region),0103300000,La Union,0103303000,Bacnotan,0103303034,Poblacion,,psgc_no_validation,U,1st
400076,"St. Anthony Montessori Educational Network, Inc.",,,no_coords,invalid,Region I,Region I,La Union,LA UNION,BACNOTAN,POBLACION,1,1,0,active,Non-Sectarian,Standalone School,True,True,True,"ABM,GAS,HUMSS",0100000000,Region I (Ilocos Region),0103300000,La Union,0103303000,Bacnotan,0103303034,Poblacion,,psgc_no_validation,U,1st
400077,ABE International Business College - La Union Inc.,,,no_coords,no_submission,Region I,Region I,La Union,LA UNION,BACNOTAN,BARORO,0,0,0,active,Non-Sectarian,Standalone School,False,True,True,"ABM,GAS,HUMSS,TVL",0100000000,Region I (Ilocos Region),0103300000,La Union,0103303000,Bacnotan,0103303007,Baroro,,psgc_no_validation,U,1st
400078,Stella Maris Academy,16.763399,120.33787,valid,,Region I,Region I,La Union,LA UNION,BACNOTAN,QUIRINO,1,1,0,active,Sectarian,Standalone School,False,True,True,GAS,0100000000,Region I (Ilocos Region),0103300000,La Union,0103303000,Bacnotan,0103303035,Quirino,0103303035,psgc_match,U,1st
400080,Osias Educational Foundation,16.819689571,120.409516662694,valid,,Region I,Region I,La Union,LA UNION,BALAOAN,DR. CAMILO OSIAS POB. (CABUAAN ESTE),1,1,1,active,Non-Sectarian,Standalone School,True,True,True,"GAS,HUMSS,STEM",0100000000,Region I (Ilocos Region),0103300000,La Union,0103305000,Balaoan,0103305031,Dr. Camilo Osias Pob.,0103305031,psgc_match,U,1st
400081,San Nicolas Academy,16.82152,120.40388,valid,,Region I,Region I,La Union,LA UNION,BALAOAN,DR. CAMILO OSIAS POB. (CABUAAN ESTE),1,1,0,active,Sectarian,Standalone School,True,True,True,,0100000000,Region I (Ilocos Region),0103300000,La Union,0103305000,Balaoan,0103305031,Dr. Camilo Osias Pob.,0103305031,psgc_match,U,1st
